"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2016","Luxembourg","Intentional homicide","Per hundred thousand inhabitants","0.87",""
"2016","Luxembourg","Attempted intentional homicide","Per hundred thousand inhabitants","12.49",""
"2016","Luxembourg","Assault","Per hundred thousand inhabitants","98.74",""
"2016","Luxembourg","Kidnapping","Per hundred thousand inhabitants","8.68",""
"2016","Luxembourg","Sexual violence","Per hundred thousand inhabitants","72.71",""
"2016","Luxembourg","Rape","Per hundred thousand inhabitants","18.39",""
"2016","Luxembourg","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","Luxembourg","Robbery","Per hundred thousand inhabitants","79.65",""
"2016","Luxembourg","Burglary","Per hundred thousand inhabitants","747.94",""
"2016","Luxembourg","Burglary of private residential premises","Per hundred thousand inhabitants","368.42",""
"2016","Luxembourg","Theft","Per hundred thousand inhabitants","1,742.82",""
"2016","Luxembourg","Theft of a motorized land vehicle","Per hundred thousand inhabitants","295.71",""
"2016","Luxembourg","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","690.85",""
"2016","Hungary","Intentional homicide","Per hundred thousand inhabitants","1.91",""
"2016","Hungary","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Hungary","Assault","Per hundred thousand inhabitants",":",""
"2016","Hungary","Kidnapping","Per hundred thousand inhabitants","0.05",""
"2016","Hungary","Sexual violence","Per hundred thousand inhabitants","6.10",""
"2016","Hungary","Rape","Per hundred thousand inhabitants","6.08",""
"2016","Hungary","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","Hungary","Robbery","Per hundred thousand inhabitants","11.23",""
"2016","Hungary","Burglary","Per hundred thousand inhabitants",":",""
"2016","Hungary","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Hungary","Theft","Per hundred thousand inhabitants","952.06",""
"2016","Hungary","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2016","Hungary","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","58.57",""
"2016","Malta","Intentional homicide","Per hundred thousand inhabitants","1.11",""
"2016","Malta","Attempted intentional homicide","Per hundred thousand inhabitants","0.22",""
"2016","Malta","Assault","Per hundred thousand inhabitants","44.40",""
"2016","Malta","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2016","Malta","Sexual violence","Per hundred thousand inhabitants","19.54",""
"2016","Malta","Rape","Per hundred thousand inhabitants","5.99",""
"2016","Malta","Sexual assault","Per hundred thousand inhabitants","13.54",""
"2016","Malta","Robbery","Per hundred thousand inhabitants","57.50",""
"2016","Malta","Burglary","Per hundred thousand inhabitants","327.12",""
"2016","Malta","Burglary of private residential premises","Per hundred thousand inhabitants","177.72",""
"2016","Malta","Theft","Per hundred thousand inhabitants","2,030.60",""
"2016","Malta","Theft of a motorized land vehicle","Per hundred thousand inhabitants","58.93",""
"2016","Malta","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","48.18",""
"2016","Netherlands","Intentional homicide","Per hundred thousand inhabitants","17.99",""
"2016","Netherlands","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Netherlands","Assault","Per hundred thousand inhabitants","29.57",""
"2016","Netherlands","Kidnapping","Per hundred thousand inhabitants","2.47",""
"2016","Netherlands","Sexual violence","Per hundred thousand inhabitants","27.89",""
"2016","Netherlands","Rape","Per hundred thousand inhabitants","9.14",""
"2016","Netherlands","Sexual assault","Per hundred thousand inhabitants","13.05",""
"2016","Netherlands","Robbery","Per hundred thousand inhabitants","52.92",""
"2016","Netherlands","Burglary","Per hundred thousand inhabitants","498.19",""
"2016","Netherlands","Burglary of private residential premises","Per hundred thousand inhabitants","334.10",""
"2016","Netherlands","Theft","Per hundred thousand inhabitants","1,791.01",""
"2016","Netherlands","Theft of a motorized land vehicle","Per hundred thousand inhabitants","184.21",""
"2016","Netherlands","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","74.78",""
"2016","Austria","Intentional homicide","Per hundred thousand inhabitants","0.56",""
"2016","Austria","Attempted intentional homicide","Per hundred thousand inhabitants","1.14",""
"2016","Austria","Assault","Per hundred thousand inhabitants","43.60",""
"2016","Austria","Kidnapping","Per hundred thousand inhabitants","0.02",""
"2016","Austria","Sexual violence","Per hundred thousand inhabitants","50.53",""
"2016","Austria","Rape","Per hundred thousand inhabitants","14.17",""
"2016","Austria","Sexual assault","Per hundred thousand inhabitants","32.46",""
"2016","Austria","Robbery","Per hundred thousand inhabitants","35.71",""
"2016","Austria","Burglary","Per hundred thousand inhabitants","926.38",""
"2016","Austria","Burglary of private residential premises","Per hundred thousand inhabitants","149.31",""
"2016","Austria","Theft","Per hundred thousand inhabitants","1,651.67",""
"2016","Austria","Theft of a motorized land vehicle","Per hundred thousand inhabitants","103.83",""
"2016","Austria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","416.97",""
"2016","Poland","Intentional homicide","Per hundred thousand inhabitants","0.67",""
"2016","Poland","Attempted intentional homicide","Per hundred thousand inhabitants","0.45",""
"2016","Poland","Assault","Per hundred thousand inhabitants","20.07",""
"2016","Poland","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Poland","Sexual violence","Per hundred thousand inhabitants","8.31",""
"2016","Poland","Rape","Per hundred thousand inhabitants","2.08",""
"2016","Poland","Sexual assault","Per hundred thousand inhabitants","1.35",""
"2016","Poland","Robbery","Per hundred thousand inhabitants","25.37",""
"2016","Poland","Burglary","Per hundred thousand inhabitants","210.52",""
"2016","Poland","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Poland","Theft","Per hundred thousand inhabitants","332.90",""
"2016","Poland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","37.77",""
"2016","Poland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","159.21",""
"2016","Portugal","Intentional homicide","Per hundred thousand inhabitants","0.64",""
"2016","Portugal","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Portugal","Assault","Per hundred thousand inhabitants","5.04",""
"2016","Portugal","Kidnapping","Per hundred thousand inhabitants","2.86",""
"2016","Portugal","Sexual violence","Per hundred thousand inhabitants","23.91",""
"2016","Portugal","Rape","Per hundred thousand inhabitants","3.24",""
"2016","Portugal","Sexual assault","Per hundred thousand inhabitants","20.67",""
"2016","Portugal","Robbery","Per hundred thousand inhabitants","128.74",""
"2016","Portugal","Burglary","Per hundred thousand inhabitants","253.28",""
"2016","Portugal","Burglary of private residential premises","Per hundred thousand inhabitants","138.95",""
"2016","Portugal","Theft","Per hundred thousand inhabitants","752.07",""
"2016","Portugal","Theft of a motorized land vehicle","Per hundred thousand inhabitants","111.50",""
"2016","Portugal","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","55.56",""
"2016","Romania","Intentional homicide","Per hundred thousand inhabitants","1.25",""
"2016","Romania","Attempted intentional homicide","Per hundred thousand inhabitants","2.44",""
"2016","Romania","Assault","Per hundred thousand inhabitants","1.54",""
"2016","Romania","Kidnapping","Per hundred thousand inhabitants","1.75",""
"2016","Romania","Sexual violence","Per hundred thousand inhabitants","9.05",""
"2016","Romania","Rape","Per hundred thousand inhabitants","4.76",""
"2016","Romania","Sexual assault","Per hundred thousand inhabitants","0.50",""
"2016","Romania","Robbery","Per hundred thousand inhabitants","15.67",""
"2016","Romania","Burglary","Per hundred thousand inhabitants","138.32",""
"2016","Romania","Burglary of private residential premises","Per hundred thousand inhabitants","75.07",""
"2016","Romania","Theft","Per hundred thousand inhabitants","466.08",""
"2016","Romania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","6.90",""
"2016","Romania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","20.26",""
"2016","Slovenia","Intentional homicide","Per hundred thousand inhabitants","0.48",""
"2016","Slovenia","Attempted intentional homicide","Per hundred thousand inhabitants","1.26",""
"2016","Slovenia","Assault","Per hundred thousand inhabitants","72.23",""
"2016","Slovenia","Kidnapping","Per hundred thousand inhabitants","0.15",""
"2016","Slovenia","Sexual violence","Per hundred thousand inhabitants","17.25",""
"2016","Slovenia","Rape","Per hundred thousand inhabitants","1.60",""
"2016","Slovenia","Sexual assault","Per hundred thousand inhabitants","2.08",""
"2016","Slovenia","Robbery","Per hundred thousand inhabitants","10.95",""
"2016","Slovenia","Burglary","Per hundred thousand inhabitants","518.70",""
"2016","Slovenia","Burglary of private residential premises","Per hundred thousand inhabitants","154.25",""
"2016","Slovenia","Theft","Per hundred thousand inhabitants","1,036.44",""
"2016","Slovenia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","39.48",""
"2016","Slovenia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","69.62",""
"2016","Slovakia","Intentional homicide","Per hundred thousand inhabitants","1.11",""
"2016","Slovakia","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Slovakia","Assault","Per hundred thousand inhabitants","30.68",""
"2016","Slovakia","Kidnapping","Per hundred thousand inhabitants","1.88",""
"2016","Slovakia","Sexual violence","Per hundred thousand inhabitants","12.09",""
"2016","Slovakia","Rape","Per hundred thousand inhabitants","1.51",""
"2016","Slovakia","Sexual assault","Per hundred thousand inhabitants","1.09",""
"2016","Slovakia","Robbery","Per hundred thousand inhabitants","9.69",""
"2016","Slovakia","Burglary","Per hundred thousand inhabitants","115.37",""
"2016","Slovakia","Burglary of private residential premises","Per hundred thousand inhabitants","32.51",""
"2016","Slovakia","Theft","Per hundred thousand inhabitants","292.47",""
"2016","Slovakia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","30.79",""
"2016","Slovakia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","27.51",""
"2016","Finland","Intentional homicide","Per hundred thousand inhabitants","1.35",""
"2016","Finland","Attempted intentional homicide","Per hundred thousand inhabitants","5.67",""
"2016","Finland","Assault","Per hundred thousand inhabitants","29.01",""
"2016","Finland","Kidnapping","Per hundred thousand inhabitants","0.05",""
"2016","Finland","Sexual violence","Per hundred thousand inhabitants","58.10",""
"2016","Finland","Rape","Per hundred thousand inhabitants","21.14",""
"2016","Finland","Sexual assault","Per hundred thousand inhabitants","36.96",""
"2016","Finland","Robbery","Per hundred thousand inhabitants","30.43",""
"2016","Finland","Burglary","Per hundred thousand inhabitants","448.20",""
"2016","Finland","Burglary of private residential premises","Per hundred thousand inhabitants","96.57",""
"2016","Finland","Theft","Per hundred thousand inhabitants","2,086.45",""
"2016","Finland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","122.14",""
"2016","Finland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","457.80",""
"2016","Sweden","Intentional homicide","Per hundred thousand inhabitants","1.08",""
"2016","Sweden","Attempted intentional homicide","Per hundred thousand inhabitants","8.92",""
"2016","Sweden","Assault","Per hundred thousand inhabitants","50.34",""
"2016","Sweden","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Sweden","Sexual violence","Per hundred thousand inhabitants","179.48",""
"2016","Sweden","Rape","Per hundred thousand inhabitants","64.06",""
"2016","Sweden","Sexual assault","Per hundred thousand inhabitants","111.32",""
"2016","Sweden","Robbery","Per hundred thousand inhabitants","86.91",""
"2016","Sweden","Burglary","Per hundred thousand inhabitants","851.43",""
"2016","Sweden","Burglary of private residential premises","Per hundred thousand inhabitants","385.97",""
"2016","Sweden","Theft","Per hundred thousand inhabitants","3,738.17",""
"2016","Sweden","Theft of a motorized land vehicle","Per hundred thousand inhabitants","256.26",""
"2016","Sweden","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","949.62",""
"2016","England and Wales","Intentional homicide","Per hundred thousand inhabitants","1.21",""
"2016","England and Wales","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","England and Wales","Assault","Per hundred thousand inhabitants","802.22",""
"2016","England and Wales","Kidnapping","Per hundred thousand inhabitants","6.65",""
"2016","England and Wales","Sexual violence","Per hundred thousand inhabitants","189.28",""
"2016","England and Wales","Rape","Per hundred thousand inhabitants","71.37",""
"2016","England and Wales","Sexual assault","Per hundred thousand inhabitants","79.15",""
"2016","England and Wales","Robbery","Per hundred thousand inhabitants","102.06",""
"2016","England and Wales","Burglary","Per hundred thousand inhabitants","708.82",""
"2016","England and Wales","Burglary of private residential premises","Per hundred thousand inhabitants","354.61",""
"2016","England and Wales","Theft","Per hundred thousand inhabitants","2,523.33",""
"2016","England and Wales","Theft of a motorized land vehicle","Per hundred thousand inhabitants","167.06",""
"2016","England and Wales","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","42.22",""
"2016","Scotland","Intentional homicide","Per hundred thousand inhabitants","1.15",""
"2016","Scotland","Attempted intentional homicide","Per hundred thousand inhabitants","4.39",""
"2016","Scotland","Assault","Per hundred thousand inhabitants","73.47",""
"2016","Scotland","Kidnapping","Per hundred thousand inhabitants","4.28",""
"2016","Scotland","Sexual violence","Per hundred thousand inhabitants","186.92",""
"2016","Scotland","Rape","Per hundred thousand inhabitants","32.64",""
"2016","Scotland","Sexual assault","Per hundred thousand inhabitants","81.91",""
"2016","Scotland","Robbery","Per hundred thousand inhabitants","26.69",""
"2016","Scotland","Burglary","Per hundred thousand inhabitants","303.15",""
"2016","Scotland","Burglary of private residential premises","Per hundred thousand inhabitants","223.86",""
"2016","Scotland","Theft","Per hundred thousand inhabitants","1,578.45",""
"2016","Scotland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","97.01",""
"2016","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","605.01",""
"2016","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","0.97",""
"2016","Northern Ireland (UK)","Attempted intentional homicide","Per hundred thousand inhabitants","4.25",""
"2016","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","59.78",""
"2016","Northern Ireland (UK)","Kidnapping","Per hundred thousand inhabitants","4.36",""
"2016","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","171.45",""
"2016","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","44.60",""
"2016","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","73.61",""
"2016","Northern Ireland (UK)","Robbery","Per hundred thousand inhabitants","36.21",""
"2016","Northern Ireland (UK)","Burglary","Per hundred thousand inhabitants","397.84",""
"2016","Northern Ireland (UK)","Burglary of private residential premises","Per hundred thousand inhabitants","267.04",""
"2016","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1,294.64",""
"2016","Northern Ireland (UK)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","84.00",""
"2016","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","295.79",""
"2016","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.30",""
"2016","Iceland","Attempted intentional homicide","Per hundred thousand inhabitants","1.80",""
"2016","Iceland","Assault","Per hundred thousand inhabitants","22.25",""
"2016","Iceland","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Iceland","Sexual violence","Per hundred thousand inhabitants","149.76",""
"2016","Iceland","Rape","Per hundred thousand inhabitants","55.63",""
"2016","Iceland","Sexual assault","Per hundred thousand inhabitants","13.53",""
"2016","Iceland","Robbery","Per hundred thousand inhabitants","15.04",""
"2016","Iceland","Burglary","Per hundred thousand inhabitants","312.15",""
"2016","Iceland","Burglary of private residential premises","Per hundred thousand inhabitants","92.92",""
"2016","Iceland","Theft","Per hundred thousand inhabitants","1,044.12",""
"2016","Iceland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","132.02",""
"2016","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","555.14",""
"2016","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","0.00",""
"2016","Liechtenstein","Attempted intentional homicide","Per hundred thousand inhabitants","0.00",""
"2016","Liechtenstein","Assault","Per hundred thousand inhabitants","188.72",""
"2016","Liechtenstein","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2016","Liechtenstein","Sexual violence","Per hundred thousand inhabitants","23.92",""
"2016","Liechtenstein","Rape","Per hundred thousand inhabitants","5.32",""
"2016","Liechtenstein","Sexual assault","Per hundred thousand inhabitants","18.61",""
"2016","Liechtenstein","Robbery","Per hundred thousand inhabitants","10.63",""
"2016","Liechtenstein","Burglary","Per hundred thousand inhabitants","374.78",""
"2016","Liechtenstein","Burglary of private residential premises","Per hundred thousand inhabitants","204.67",""
"2016","Liechtenstein","Theft","Per hundred thousand inhabitants","520.97",""
"2016","Liechtenstein","Theft of a motorized land vehicle","Per hundred thousand inhabitants","10.63",""
"2016","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,185.48",""
"2016","Norway","Intentional homicide","Per hundred thousand inhabitants","0.52",""
"2016","Norway","Attempted intentional homicide","Per hundred thousand inhabitants","0.79",""
"2016","Norway","Assault","Per hundred thousand inhabitants","42.20",""
"2016","Norway","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Norway","Sexual violence","Per hundred thousand inhabitants","106.70",""
"2016","Norway","Rape","Per hundred thousand inhabitants","42.89",""
"2016","Norway","Sexual assault","Per hundred thousand inhabitants","56.13",""
"2016","Norway","Robbery","Per hundred thousand inhabitants","15.54",""
"2016","Norway","Burglary","Per hundred thousand inhabitants",":",""
"2016","Norway","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Norway","Theft","Per hundred thousand inhabitants","2,005.61",""
"2016","Norway","Theft of a motorized land vehicle","Per hundred thousand inhabitants","85.75",""
"2016","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","694.41",""
"2016","Switzerland","Intentional homicide","Per hundred thousand inhabitants","0.54",""
"2016","Switzerland","Attempted intentional homicide","Per hundred thousand inhabitants","2.25",""
"2016","Switzerland","Assault","Per hundred thousand inhabitants","6.88",""
"2016","Switzerland","Kidnapping","Per hundred thousand inhabitants","0.04",""
"2016","Switzerland","Sexual violence","Per hundred thousand inhabitants","32.93",""
"2016","Switzerland","Rape","Per hundred thousand inhabitants","7.06",""
"2016","Switzerland","Sexual assault","Per hundred thousand inhabitants","25.87",""
"2016","Switzerland","Robbery","Per hundred thousand inhabitants","22.53",""
"2016","Switzerland","Burglary","Per hundred thousand inhabitants","558.88",""
"2016","Switzerland","Burglary of private residential premises","Per hundred thousand inhabitants","312.80",""
"2016","Switzerland","Theft","Per hundred thousand inhabitants","1,725.34",""
"2016","Switzerland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","72.59",""
"2016","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","999.96",""
"2016","Montenegro","Intentional homicide","Per hundred thousand inhabitants","3.86",""
"2016","Montenegro","Attempted intentional homicide","Per hundred thousand inhabitants","5.63",""
"2016","Montenegro","Assault","Per hundred thousand inhabitants","20.57",""
"2016","Montenegro","Kidnapping","Per hundred thousand inhabitants","0.32",""
"2016","Montenegro","Sexual violence","Per hundred thousand inhabitants","3.54",""
"2016","Montenegro","Rape","Per hundred thousand inhabitants","0.32",""
"2016","Montenegro","Sexual assault","Per hundred thousand inhabitants","2.57",""
"2016","Montenegro","Robbery","Per hundred thousand inhabitants","20.57",""
"2016","Montenegro","Burglary","Per hundred thousand inhabitants","136.13",""
"2016","Montenegro","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Montenegro","Theft","Per hundred thousand inhabitants","81.32",""
"2016","Montenegro","Theft of a motorized land vehicle","Per hundred thousand inhabitants","6.11",""
"2016","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","33.11",""
"2016","North Macedonia","Intentional homicide","Per hundred thousand inhabitants","0.82",""
"2016","North Macedonia","Attempted intentional homicide","Per hundred thousand inhabitants","2.80",""
"2016","North Macedonia","Assault","Per hundred thousand inhabitants","8.35",""
"2016","North Macedonia","Kidnapping","Per hundred thousand inhabitants","0.48",""
"2016","North Macedonia","Sexual violence","Per hundred thousand inhabitants","5.50",""
"2016","North Macedonia","Rape","Per hundred thousand inhabitants","1.74",""
"2016","North Macedonia","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","North Macedonia","Robbery","Per hundred thousand inhabitants","11.97",""
"2016","North Macedonia","Burglary","Per hundred thousand inhabitants",":",""
"2016","North Macedonia","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","North Macedonia","Theft","Per hundred thousand inhabitants",":",""
"2016","North Macedonia","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2016","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1.50",""
"2016","Albania","Intentional homicide","Per hundred thousand inhabitants","2.46",""
"2016","Albania","Attempted intentional homicide","Per hundred thousand inhabitants","4.57",""
"2016","Albania","Assault","Per hundred thousand inhabitants","4.08",""
"2016","Albania","Kidnapping","Per hundred thousand inhabitants","0.13",""
"2016","Albania","Sexual violence","Per hundred thousand inhabitants","4.17",""
"2016","Albania","Rape","Per hundred thousand inhabitants","1.53",""
"2016","Albania","Sexual assault","Per hundred thousand inhabitants","2.64",""
"2016","Albania","Robbery","Per hundred thousand inhabitants","5.51",""
"2016","Albania","Burglary","Per hundred thousand inhabitants","5.23",""
"2016","Albania","Burglary of private residential premises","Per hundred thousand inhabitants","42.13",""
"2016","Albania","Theft","Per hundred thousand inhabitants","198.30",""
"2016","Albania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","10.32",""
"2016","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","113.26",""
"2016","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.50",""
"2016","Serbia","Attempted intentional homicide","Per hundred thousand inhabitants","2.15",""
"2016","Serbia","Assault","Per hundred thousand inhabitants","18.92",""
"2016","Serbia","Kidnapping","Per hundred thousand inhabitants","0.11",""
"2016","Serbia","Sexual violence","Per hundred thousand inhabitants","4.00",""
"2016","Serbia","Rape","Per hundred thousand inhabitants","1.48",""
"2016","Serbia","Sexual assault","Per hundred thousand inhabitants","2.52",""
"2016","Serbia","Robbery","Per hundred thousand inhabitants","34.23",""
"2016","Serbia","Burglary","Per hundred thousand inhabitants","278.08",""
"2016","Serbia","Burglary of private residential premises","Per hundred thousand inhabitants","73.63",""
"2016","Serbia","Theft","Per hundred thousand inhabitants","317.07",""
"2016","Serbia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","21.25",""
"2016","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","99.20",""
"2016","Turkey","Intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Turkey","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Turkey","Assault","Per hundred thousand inhabitants",":",""
"2016","Turkey","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2016","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2016","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","Turkey","Robbery","Per hundred thousand inhabitants",":",""
"2016","Turkey","Burglary","Per hundred thousand inhabitants",":",""
"2016","Turkey","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Turkey","Theft","Per hundred thousand inhabitants",":",""
"2016","Turkey","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2016","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Assault","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Sexual violence","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Rape","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Robbery","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Burglary","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Theft","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2016","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Per hundred thousand inhabitants","1.64",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Attempted intentional homicide","Per hundred thousand inhabitants","8.30",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Per hundred thousand inhabitants","20.49",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Kidnapping","Per hundred thousand inhabitants","1.24",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Per hundred thousand inhabitants","5.59",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Per hundred thousand inhabitants","1.58",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Per hundred thousand inhabitants","3.16",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Robbery","Per hundred thousand inhabitants","16.26",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Burglary","Per hundred thousand inhabitants","342.91",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Burglary of private residential premises","Per hundred thousand inhabitants","252.14",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Per hundred thousand inhabitants","368.25",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","16.65",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","33.08",""
"2017","Belgium","Intentional homicide","Per hundred thousand inhabitants","1.70",""
"2017","Belgium","Attempted intentional homicide","Per hundred thousand inhabitants","8.47",""
"2017","Belgium","Assault","Per hundred thousand inhabitants","611.03",""
"2017","Belgium","Kidnapping","Per hundred thousand inhabitants","10.31",""
"2017","Belgium","Sexual violence","Per hundred thousand inhabitants","63.22",""
"2017","Belgium","Rape","Per hundred thousand inhabitants","30.14",""
"2017","Belgium","Sexual assault","Per hundred thousand inhabitants","33.09",""
"2017","Belgium","Robbery","Per hundred thousand inhabitants","166.97",""
"2017","Belgium","Burglary","Per hundred thousand inhabitants",":",""
"2017","Belgium","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2017","Belgium","Theft","Per hundred thousand inhabitants",":",""
"2017","Belgium","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2017","Belgium","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","506.65",""
"2017","Bulgaria","Intentional homicide","Per hundred thousand inhabitants","1.34",""
"2017","Bulgaria","Attempted intentional homicide","Per hundred thousand inhabitants","0.44",""
"2017","Bulgaria","Assault","Per hundred thousand inhabitants","39.58",""
"2017","Bulgaria","Kidnapping","Per hundred thousand inhabitants","1.44",""
"2017","Bulgaria","Sexual violence","Per hundred thousand inhabitants","9.19",""
"2017","Bulgaria","Rape","Per hundred thousand inhabitants","2.00",""
"2017","Bulgaria","Sexual assault","Per hundred thousand inhabitants",":",""
"2017","Bulgaria","Robbery","Per hundred thousand inhabitants","21.94",""
"2017","Bulgaria","Burglary","Per hundred thousand inhabitants","124.57",""
"2017","Bulgaria","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2017","Bulgaria","Theft","Per hundred thousand inhabitants","451.99",""
